text,label
"Turnip soup made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Baked pears with honey served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Saffron milk served cozy with gentle spices and a touch of natural sweetness. Soft, moist, it grounds restlessness, and comforting, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Cilantro lime rice prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, settling irritability while staying easy to digest, it eases inner heat and intensity, and refreshing, perfect for hot after",Pitta
"Mint lemonade prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot after",Pitta
"Barley porridge made airy and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Khichdi with ghee served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Coconut rice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Cilantro-mint quinoa prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoon",Pitta
"Fennel tea prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Rasam with cumin made unheavy and lively with ginger, it cuts sluggishness and dampness, and lemon. Warming, non-oily, and energizing, pepper, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Roasted pearl onions made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. G",Kapha
"moist, Creamy polenta served cozy with gentle spices and a touch of natural sweetness. Soft, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Rose petal jam prepared mild and refreshing with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Turnip soup made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Great",Kapha
"Cabbage stir-fry made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Spiced carrot mash served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Coconut-lime lassi prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot aft",Pitta
"Roasted beet soup served warm with gentle spices and a touch of natural sweetness. Soft, and supports smooth digestion—ideal for cool breezes or busy, and comforting, it grounds restlessness, soothes dryness, moist, scat",Vata
"Lemon ginger barley water made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"dry, pepper, and lemon. Warming, Lemon ginger barley water made light and lively with ginger, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"Mustard greens curry made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow morni",Kapha
"Turmeric coconut milk (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Roasted beet soup served warm with gentle spices and a touch of natural sweetness. Soft, scat, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, moist",Vata
"Spiced buttermilk (takra) made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow m",Kapha
"Pomegranate juice prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Moong dal kadi served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Ginger tea with lemon made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Light paneer salad prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Coriander cooler prepared mild and cooling with mint, fennel, or coconut. Light, and refreshing, pleasant, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons",Pitta
"Spiced buttermilk (takra) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"Rasam with cumin made airy and lively with ginger, pepper, light-dry, and lemon. Warming, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. F",Kapha
"Black pepper rasam made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. F",Kapha
"Apple mint chutney prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Sauteed spinach garlic (dry) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow",Kapha
"moist, Oatmeal with raisins served warm with gentle spices and a touch of natural sweetness. Soft, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Boiled potatoes with mint prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afte",Pitta
"Bitter gourd stir-fry made airy and lively with ginger, and lemon. Warming, pepper, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mung soup with pepper made light and lively with ginger, pepper, and lemon. Warming, it cuts dullness and dampness, and energizing, dry, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Almond date smoothie served warm with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and comforting, it grounds restlessness, moist, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Roasted pumpkin seeds made light and lively with ginger, pepper, and lemon. Warming, awakens appetite, and energizing, it cuts heaviness and dampness, non-oily, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
