text,herb,benefits,label
kapikachhu for medhya,kapikachhu,kapikachhu is beneficial for medhya,herb_benefits_medhya
what is kapikachhu used for,kapikachhu,"Improves fertility, nervous strength and acts as aphrodisiac.",herb_benefits_kapikachhu
how to use kapikachhu,kapikachhu,"Improves fertility, nervous strength and acts as aphrodisiac.",herb_benefits_kapikachhu
kapikachhu medicinal properties,kapikachhu,"Improves fertility, nervous strength and acts as aphrodisiac.",herb_benefits_kapikachhu
kapikachhu health benefits,kapikachhu,"Improves fertility, nervous strength and acts as aphrodisiac.",herb_benefits_kapikachhu
therapeutic effects of kapikachhu,kapikachhu,"Improves fertility, nervous strength and acts as aphrodisiac.",herb_benefits_kapikachhu
benefits of bala,bala,"Improves strength and stamina, useful in vata disorders and nervous weakness.",herb_benefits_bala
bala for balya,bala,bala is beneficial for balya,herb_benefits_balya
bala for rasayan,bala,bala is beneficial for rasayan,herb_benefits_rasayan
bala for brimhaniya,bala,bala is beneficial for brimhaniya,herb_benefits_brimhaniya
what is bala used for,bala,"Improves strength and stamina, useful in vata disorders and nervous weakness.",herb_benefits_bala
how to use bala,bala,"Improves strength and stamina, useful in vata disorders and nervous weakness.",herb_benefits_bala
bala medicinal properties,bala,"Improves strength and stamina, useful in vata disorders and nervous weakness.",herb_benefits_bala
bala health benefits,bala,"Improves strength and stamina, useful in vata disorders and nervous weakness.",herb_benefits_bala
therapeutic effects of bala,bala,"Improves strength and stamina, useful in vata disorders and nervous weakness.",herb_benefits_bala
benefits of tamalpatra,tamalpatra,"Bay leaf improves appetite, respiration and balances kapha dosha.",herb_benefits_tamalpatra
tamalpatra for deepana,tamalpatra,tamalpatra is beneficial for deepana,herb_benefits_deepana
tamalpatra for krimighna,tamalpatra,tamalpatra is beneficial for krimighna,herb_benefits_krimighna
what is tamalpatra used for,tamalpatra,"Bay leaf improves appetite, respiration and balances kapha dosha.",herb_benefits_tamalpatra
how to use tamalpatra,tamalpatra,"Bay leaf improves appetite, respiration and balances kapha dosha.",herb_benefits_tamalpatra
tamalpatra medicinal properties,tamalpatra,"Bay leaf improves appetite, respiration and balances kapha dosha.",herb_benefits_tamalpatra
tamalpatra health benefits,tamalpatra,"Bay leaf improves appetite, respiration and balances kapha dosha.",herb_benefits_tamalpatra
therapeutic effects of tamalpatra,tamalpatra,"Bay leaf improves appetite, respiration and balances kapha dosha.",herb_benefits_tamalpatra
benefits of chitrak,chitrak,"Ignites digestive fire, used in weight loss and ama digestion.",herb_benefits_chitrak
chitrak for deepana,chitrak,chitrak is beneficial for deepana,herb_benefits_deepana
chitrak for pachana,chitrak,chitrak is beneficial for pachana,herb_benefits_pachana
chitrak for lekhana,chitrak,chitrak is beneficial for lekhana,herb_benefits_lekhana
what is chitrak used for,chitrak,"Ignites digestive fire, used in weight loss and ama digestion.",herb_benefits_chitrak
how to use chitrak,chitrak,"Ignites digestive fire, used in weight loss and ama digestion.",herb_benefits_chitrak
chitrak medicinal properties,chitrak,"Ignites digestive fire, used in weight loss and ama digestion.",herb_benefits_chitrak
chitrak health benefits,chitrak,"Ignites digestive fire, used in weight loss and ama digestion.",herb_benefits_chitrak
therapeutic effects of chitrak,chitrak,"Ignites digestive fire, used in weight loss and ama digestion.",herb_benefits_chitrak
benefits of tagar,tagar,"Relieves stress, induces sleep and calms the nervous system.",herb_benefits_tagar
tagar for medhya,tagar,tagar is beneficial for medhya,herb_benefits_medhya
tagar for nidrajanaka,tagar,tagar is beneficial for nidrajanaka,herb_benefits_nidrajanaka
tagar for rasayan,tagar,tagar is beneficial for rasayan,herb_benefits_rasayan
what is tagar used for,tagar,"Relieves stress, induces sleep and calms the nervous system.",herb_benefits_tagar
how to use tagar,tagar,"Relieves stress, induces sleep and calms the nervous system.",herb_benefits_tagar
tagar medicinal properties,tagar,"Relieves stress, induces sleep and calms the nervous system.",herb_benefits_tagar
tagar health benefits,tagar,"Relieves stress, induces sleep and calms the nervous system.",herb_benefits_tagar
therapeutic effects of tagar,tagar,"Relieves stress, induces sleep and calms the nervous system.",herb_benefits_tagar
benefits of khadira,khadira,"Purifies blood, useful in skin diseases, leprosy, and itching.",herb_benefits_khadira
khadira for raktashodhak,khadira,khadira is beneficial for raktashodhak,herb_benefits_raktashodhak
khadira for kushtaghna,khadira,khadira is beneficial for kushtaghna,herb_benefits_kushtaghna
khadira for grahi,khadira,khadira is beneficial for grahi,herb_benefits_grahi
what is khadira used for,khadira,"Purifies blood, useful in skin diseases, leprosy, and itching.",herb_benefits_khadira
how to use khadira,khadira,"Purifies blood, useful in skin diseases, leprosy, and itching.",herb_benefits_khadira
khadira medicinal properties,khadira,"Purifies blood, useful in skin diseases, leprosy, and itching.",herb_benefits_khadira
khadira health benefits,khadira,"Purifies blood, useful in skin diseases, leprosy, and itching.",herb_benefits_khadira
therapeutic effects of khadira,khadira,"Purifies blood, useful in skin diseases, leprosy, and itching.",herb_benefits_khadira
benefits of twak (cinnamon),twak (cinnamon),"Stimulates digestion, circulation and balances kapha dosha.",herb_benefits_twak_(cinnamon)
twak (cinnamon) for deepana,twak (cinnamon),twak (cinnamon) is beneficial for deepana,herb_benefits_deepana
twak (cinnamon) for lekhana,twak (cinnamon),twak (cinnamon) is beneficial for lekhana,herb_benefits_lekhana
twak (cinnamon) for kasahara,twak (cinnamon),twak (cinnamon) is beneficial for kasahara,herb_benefits_kasahara
what is twak (cinnamon) used for,twak (cinnamon),"Stimulates digestion, circulation and balances kapha dosha.",herb_benefits_twak_(cinnamon)
how to use twak (cinnamon),twak (cinnamon),"Stimulates digestion, circulation and balances kapha dosha.",herb_benefits_twak_(cinnamon)
twak (cinnamon) medicinal properties,twak (cinnamon),"Stimulates digestion, circulation and balances kapha dosha.",herb_benefits_twak_(cinnamon)
twak (cinnamon) health benefits,twak (cinnamon),"Stimulates digestion, circulation and balances kapha dosha.",herb_benefits_twak_(cinnamon)
therapeutic effects of twak (cinnamon),twak (cinnamon),"Stimulates digestion, circulation and balances kapha dosha.",herb_benefits_twak_(cinnamon)
benefits of ela,ela,"Improves digestion, relieves nausea and freshens breath.",herb_benefits_ela
ela for deepana,ela,ela is beneficial for deepana,herb_benefits_deepana
ela for hridaya,ela,ela is beneficial for hridaya,herb_benefits_hridaya
ela for vatanulomana,ela,ela is beneficial for vatanulomana,herb_benefits_vatanulomana
what is ela used for,ela,"Improves digestion, relieves nausea and freshens breath.",herb_benefits_ela
how to use ela,ela,"Improves digestion, relieves nausea and freshens breath.",herb_benefits_ela
ela medicinal properties,ela,"Improves digestion, relieves nausea and freshens breath.",herb_benefits_ela
ela health benefits,ela,"Improves digestion, relieves nausea and freshens breath.",herb_benefits_ela
therapeutic effects of ela,ela,"Improves digestion, relieves nausea and freshens breath.",herb_benefits_ela
benefits of sariva,sariva,"Sariva is known for its blood purifying and cooling properties, useful in skin disorders.",herb_benefits_sariva
sariva for raktashodhak,sariva,sariva is beneficial for raktashodhak,herb_benefits_raktashodhak
sariva for kushtaghna,sariva,sariva is beneficial for kushtaghna,herb_benefits_kushtaghna
sariva for varnya,sariva,sariva is beneficial for varnya,herb_benefits_varnya
what is sariva used for,sariva,"Sariva is known for its blood purifying and cooling properties, useful in skin disorders.",herb_benefits_sariva
how to use sariva,sariva,"Sariva is known for its blood purifying and cooling properties, useful in skin disorders.",herb_benefits_sariva
sariva medicinal properties,sariva,"Sariva is known for its blood purifying and cooling properties, useful in skin disorders.",herb_benefits_sariva
sariva health benefits,sariva,"Sariva is known for its blood purifying and cooling properties, useful in skin disorders.",herb_benefits_sariva
therapeutic effects of sariva,sariva,"Sariva is known for its blood purifying and cooling properties, useful in skin disorders.",herb_benefits_sariva
benefits of gorakhmundi,gorakhmundi,"Used in urinary tract infections, liver disorders, and as a detoxifying herb.",herb_benefits_gorakhmundi
gorakhmundi for mutrala,gorakhmundi,gorakhmundi is beneficial for mutrala,herb_benefits_mutrala
gorakhmundi for raktashodhak,gorakhmundi,gorakhmundi is beneficial for raktashodhak,herb_benefits_raktashodhak
gorakhmundi for deepana,gorakhmundi,gorakhmundi is beneficial for deepana,herb_benefits_deepana
what is gorakhmundi used for,gorakhmundi,"Used in urinary tract infections, liver disorders, and as a detoxifying herb.",herb_benefits_gorakhmundi
how to use gorakhmundi,gorakhmundi,"Used in urinary tract infections, liver disorders, and as a detoxifying herb.",herb_benefits_gorakhmundi
gorakhmundi medicinal properties,gorakhmundi,"Used in urinary tract infections, liver disorders, and as a detoxifying herb.",herb_benefits_gorakhmundi
gorakhmundi health benefits,gorakhmundi,"Used in urinary tract infections, liver disorders, and as a detoxifying herb.",herb_benefits_gorakhmundi
therapeutic effects of gorakhmundi,gorakhmundi,"Used in urinary tract infections, liver disorders, and as a detoxifying herb.",herb_benefits_gorakhmundi
benefits of kokilaksha,kokilaksha,"A nerve tonic and aphrodisiac, used for urinary and reproductive health.",herb_benefits_kokilaksha
kokilaksha for vrishya,kokilaksha,kokilaksha is beneficial for vrishya,herb_benefits_vrishya
kokilaksha for balya,kokilaksha,kokilaksha is beneficial for balya,herb_benefits_balya
kokilaksha for mutrala,kokilaksha,kokilaksha is beneficial for mutrala,herb_benefits_mutrala
what is kokilaksha used for,kokilaksha,"A nerve tonic and aphrodisiac, used for urinary and reproductive health.",herb_benefits_kokilaksha
how to use kokilaksha,kokilaksha,"A nerve tonic and aphrodisiac, used for urinary and reproductive health.",herb_benefits_kokilaksha
kokilaksha medicinal properties,kokilaksha,"A nerve tonic and aphrodisiac, used for urinary and reproductive health.",herb_benefits_kokilaksha
kokilaksha health benefits,kokilaksha,"A nerve tonic and aphrodisiac, used for urinary and reproductive health.",herb_benefits_kokilaksha
therapeutic effects of kokilaksha,kokilaksha,"A nerve tonic and aphrodisiac, used for urinary and reproductive health.",herb_benefits_kokilaksha
benefits of mahamanjishthadi,mahamanjishthadi,Classical Ayurvedic formulation used in blood purification and skin health.,herb_benefits_mahamanjishthadi
mahamanjishthadi for raktashodhak,mahamanjishthadi,mahamanjishthadi is beneficial for raktashodhak,herb_benefits_raktashodhak
mahamanjishthadi for kushtaghna,mahamanjishthadi,mahamanjishthadi is beneficial for kushtaghna,herb_benefits_kushtaghna
mahamanjishthadi for varnya,mahamanjishthadi,mahamanjishthadi is beneficial for varnya,herb_benefits_varnya
what is mahamanjishthadi used for,mahamanjishthadi,Classical Ayurvedic formulation used in blood purification and skin health.,herb_benefits_mahamanjishthadi
how to use mahamanjishthadi,mahamanjishthadi,Classical Ayurvedic formulation used in blood purification and skin health.,herb_benefits_mahamanjishthadi
mahamanjishthadi medicinal properties,mahamanjishthadi,Classical Ayurvedic formulation used in blood purification and skin health.,herb_benefits_mahamanjishthadi
mahamanjishthadi health benefits,mahamanjishthadi,Classical Ayurvedic formulation used in blood purification and skin health.,herb_benefits_mahamanjishthadi
therapeutic effects of mahamanjishthadi,mahamanjishthadi,Classical Ayurvedic formulation used in blood purification and skin health.,herb_benefits_mahamanjishthadi
benefits of yavani,yavani,"Relieves abdominal pain, bloating and indigestion; acts as carminative.",herb_benefits_yavani
yavani for deepana,yavani,yavani is beneficial for deepana,herb_benefits_deepana
yavani for pachana,yavani,yavani is beneficial for pachana,herb_benefits_pachana
yavani for vatanulomana,yavani,yavani is beneficial for vatanulomana,herb_benefits_vatanulomana
what is yavani used for,yavani,"Relieves abdominal pain, bloating and indigestion; acts as carminative.",herb_benefits_yavani
how to use yavani,yavani,"Relieves abdominal pain, bloating and indigestion; acts as carminative.",herb_benefits_yavani
yavani medicinal properties,yavani,"Relieves abdominal pain, bloating and indigestion; acts as carminative.",herb_benefits_yavani
yavani health benefits,yavani,"Relieves abdominal pain, bloating and indigestion; acts as carminative.",herb_benefits_yavani
therapeutic effects of yavani,yavani,"Relieves abdominal pain, bloating and indigestion; acts as carminative.",herb_benefits_yavani
benefits of bhunimba,bhunimba,"Bhunimba is a bitter herb helpful in fever, liver disorders, and pitta conditions.",herb_benefits_bhunimba
bhunimba for jwaraghna,bhunimba,bhunimba is beneficial for jwaraghna,herb_benefits_jwaraghna
