text,label,confidence,herb,symptom,topic
diagnosis of hypertension,disease_prediction,1.0,,hypertension,
intermittent spasms,disease_prediction,1.0,,spasms,
virechana explained,general_info,1.0,,,virechana
medicinal properties of prapunnada,herb_benefits,1.0,prapunnada,,
herbal properties of dashamularishta,herb_benefits,1.0,dashamularishta,,
what is himasagara thailam good for,herb_benefits,1.0,himasagara thailam,,
effective treatments for constipation,disease_prediction,1.0,,constipation,
pippali moola health effects,herb_benefits,1.0,pippali moola,,
dosha wisdom,general_info,1.0,,,dosha
information about traditional medicine,general_info,1.0,,,traditional medicine
best medicine for hearing problems,disease_prediction,1.0,,hearing problems,
preventing vomiting,disease_prediction,1.0,,vomiting,
treatment for cold,disease_prediction,1.0,,cold,
having mood swings,disease_prediction,1.0,,mood swings,
shadrasas fundamentals,general_info,1.0,,,shadrasas
alarka for holistic health,herb_benefits,1.0,alarka,,
cure for acne,disease_prediction,1.0,,acne,
researching pranayama,general_info,1.0,,,pranayama
therapeutic value of bilwadi leha,herb_benefits,1.0,bilwadi leha,,
health benefits of haritaki,herb_benefits,1.0,haritaki,,
back pain symptoms,disease_prediction,1.0,,back pain,
natural cure for insomnia,disease_prediction,1.0,,insomnia,
quick relief from dry eyes,disease_prediction,1.0,,dry eyes,
why is siddha makardhwaj healthy,herb_benefits,1.0,siddha makardhwaj,,
acne cure,disease_prediction,1.0,,acne,
basics of gunas,general_info,1.0,,,gunas
how does vikriti work,general_info,1.0,,,vikriti
treatment for motion sickness,disease_prediction,1.0,,motion sickness,
medicine for dry skin,disease_prediction,1.0,,dry skin,
I'm experiencing fatigue,disease_prediction,1.0,,fatigue,
panchakarma art,general_info,1.0,,,panchakarma
marichyadi vati benefits,herb_benefits,1.0,marichyadi vati,,
dosha methodology,general_info,1.0,,,dosha
how does nimba patra help,herb_benefits,1.0,nimba patra,,
healing constipation,disease_prediction,1.0,,constipation,
what does abhraka bhasma do,herb_benefits,1.0,abhraka bhasma,,
information about traditional medicine,general_info,1.0,,,traditional medicine
karpooradi thailam for natural healing,herb_benefits,1.0,karpooradi thailam,,
natural benefits of dhattura beeja,herb_benefits,1.0,dhattura beeja,,
intermittent skin rash,disease_prediction,1.0,,skin rash,
basti tradition,general_info,1.0,,,basti
digestion fundamentals,general_info,1.0,,,digestion
information about kshirabala 101 avarti,herb_benefits,1.0,kshirabala 101 avarti,,
understand alternative medicine,general_info,1.0,,,alternative medicine
alternative medicine for mood swings,disease_prediction,1.0,,mood swings,
trimala methodology,general_info,1.0,,,trimala
overcoming depression,disease_prediction,1.0,,depression,
overcoming gas,disease_prediction,1.0,,gas,
what is patola good for,herb_benefits,1.0,patola,,
jati effects,herb_benefits,1.0,jati,,
non-toxic remedy for strains,disease_prediction,1.0,,strains,
discovering malas,general_info,1.0,,,malas
discovering traditional medicine,general_info,1.0,,,traditional medicine
alabu for natural treatment,herb_benefits,1.0,alabu,,
therapeutic value of aragvadhadi kwath,herb_benefits,1.0,aragvadhadi kwath,,
therapeutic effects of changeri,herb_benefits,1.0,changeri,,
basics of mind-body connection,general_info,1.0,,,mind-body connection
masha nutritional benefits,herb_benefits,1.0,masha,,
significance of virya,general_info,1.0,,,virya
body type tradition,general_info,1.0,,,body type
overcoming anxiety,disease_prediction,1.0,,anxiety,
origin of metabolism,general_info,1.0,,,metabolism
significance of preventive medicine,general_info,1.0,,,preventive medicine
treatment for sleep apnea,disease_prediction,1.0,,sleep apnea,
introduction to pitta,general_info,1.0,,,pitta
gunas approach,general_info,1.0,,,gunas
chronic mood swings,disease_prediction,1.0,,mood swings,
introduction to metabolism,general_info,1.0,,,metabolism
non-toxic remedy for night sweats,disease_prediction,1.0,,night sweats,
brahmi vati nutritional benefits,herb_benefits,1.0,brahmi vati,,
significance of ama,general_info,1.0,,,ama
dhanyamla natural medicine,herb_benefits,1.0,dhanyamla,,
herbal properties of ajamodadi churna,herb_benefits,1.0,ajamodadi churna,,
traditional cures for hearing problems,disease_prediction,1.0,,hearing problems,
treatment for chest pain,disease_prediction,1.0,,chest pain,
investigating vikriti,general_info,1.0,,,vikriti
reducing sprains,disease_prediction,1.0,,sprains,
studying body type,general_info,1.0,,,body type
sudden sleep apnea,disease_prediction,1.0,,sleep apnea,
controlling swelling,disease_prediction,1.0,,swelling,
herbal properties of kankshi,herb_benefits,1.0,kankshi,,
information about karpasa,herb_benefits,1.0,karpasa,,
ayurvedic benefits of dhanwantaram thailam,herb_benefits,1.0,dhanwantaram thailam,,
severe tingling,disease_prediction,1.0,,tingling,
panna pishti for wellness,herb_benefits,1.0,panna pishti,,
I have depression,disease_prediction,1.0,,depression,
define shirodhara,general_info,1.0,,,shirodhara
danti uses,herb_benefits,1.0,danti,,
healing wounds,disease_prediction,1.0,,wounds,
overview of tridosha,general_info,1.0,,,tridosha
I feel blurred vision,disease_prediction,1.0,,blurred vision,
recurring sneezing,disease_prediction,1.0,,sneezing,
medicinal applications of parijata,herb_benefits,1.0,parijata,,
controlling itching,disease_prediction,1.0,,itching,
meditation knowledge,general_info,1.0,,,meditation
natural healing art,general_info,1.0,,,natural healing
pitta theory,general_info,1.0,,,pitta
benefits and uses of shyonaka,herb_benefits,1.0,shyonaka,,
alternative medicine tradition,general_info,1.0,,,alternative medicine
herbal properties of prativisha,herb_benefits,1.0,prativisha,,
how to treat sleep disorders,disease_prediction,1.0,,sleep disorders,
treatment for sleep apnea,disease_prediction,1.0,,sleep apnea,
makshika madhu therapeutic benefits,herb_benefits,1.0,makshika madhu,,
medicinal effects of drakshavaleha,herb_benefits,1.0,drakshavaleha,,
mahanimba nutritional benefits,herb_benefits,1.0,mahanimba,,
health benefits of tulsi,herb_benefits,1.0,tulsi,,
intermittent vomiting,disease_prediction,1.0,,vomiting,
I've got mood swings,disease_prediction,1.0,,mood swings,
overcoming gas,disease_prediction,1.0,,gas,
therapeutic effects of changeri,herb_benefits,1.0,changeri,,
what are the principles of meditation,general_info,1.0,,,meditation
constitution perspective,general_info,1.0,,,constitution
symptoms of indigestion,disease_prediction,1.0,,indigestion,
therapeutic effects of shalparni,herb_benefits,1.0,shalparni,,
sneezing symptoms,disease_prediction,1.0,,sneezing,
importance of ojas,general_info,1.0,,,ojas
what is ashoka ghrita good for,herb_benefits,1.0,ashoka ghrita,,
having sinusitis,disease_prediction,1.0,,sinusitis,
alternative medicine for heartburn,disease_prediction,1.0,,heartburn,
body type art,general_info,1.0,,,body type
severe vertigo,disease_prediction,1.0,,vertigo,
gunja remedy uses,herb_benefits,1.0,gunja,,
understanding meditation,general_info,1.0,,,meditation
importance of pitta,general_info,1.0,,,pitta
persistent cramps,disease_prediction,1.0,,cramps,
uses of laksha,herb_benefits,1.0,laksha,,
diagnosis of depression,disease_prediction,1.0,,depression,
herbal properties of panchakola churna,herb_benefits,1.0,panchakola churna,,
intermittent joint pain,disease_prediction,1.0,,joint pain,
discovering natural healing,general_info,1.0,,,natural healing
importance of wellness,general_info,1.0,,,wellness
intermittent hearing problems,disease_prediction,1.0,,hearing problems,
home remedy for strains,disease_prediction,1.0,,strains,
role of traditional medicine,general_info,1.0,,,traditional medicine
herbal properties of gangeruki,herb_benefits,1.0,gangeruki,,
alleviating eye strain,disease_prediction,1.0,,eye strain,
how does wellness work,general_info,1.0,,,wellness
symptoms of oily skin,disease_prediction,1.0,,oily skin,
what does ushtra dugdha do,herb_benefits,1.0,ushtra dugdha,,
medicinal effects of bijapura,herb_benefits,1.0,bijapura,,
I'm suffering from motion sickness,disease_prediction,1.0,,motion sickness,
tell me about pradarantak lauh,herb_benefits,1.0,pradarantak lauh,,
alternative medicine for sinusitis,disease_prediction,1.0,,sinusitis,
what is wellness,general_info,1.0,,,wellness
vata tradition,general_info,1.0,,,vata
gojihva effects,herb_benefits,1.0,gojihva,,
philosophy of natural healing,general_info,1.0,,,natural healing
bhringaraja svarasa in herbal medicine,herb_benefits,1.0,bhringaraja svarasa,,
non-toxic remedy for arthritis,disease_prediction,1.0,,arthritis,
therapeutic effects of parpataka,herb_benefits,1.0,parpataka,,
best medicine for ear pain,disease_prediction,1.0,,ear pain,
exploring wellness,general_info,1.0,,,wellness
healing power of fennel,herb_benefits,1.0,fennel,,
significance of vikriti,general_info,1.0,,,vikriti
permanent cure for psoriasis,disease_prediction,1.0,,psoriasis,
blurred vision symptoms,disease_prediction,1.0,,blurred vision,
traditional medicine science,general_info,1.0,,,traditional medicine
help with hearing problems,disease_prediction,1.0,,hearing problems,
shankhpushpi effects,herb_benefits,1.0,shankhpushpi,,
kasamarda in traditional medicine,herb_benefits,1.0,kasamarda,,
therapeutic value of matulunga,herb_benefits,1.0,matulunga,,
mind-body connection explained,general_info,1.0,,,mind-body connection
symptoms of eye strain,disease_prediction,1.0,,eye strain,
how can madhusnuhi rasayana help,herb_benefits,1.0,madhusnuhi rasayana,,
diagnosis of inflammation,disease_prediction,1.0,,inflammation,
healing low energy,disease_prediction,1.0,,low energy,
managing inflammation,disease_prediction,1.0,,inflammation,
I'm suffering from constipation,disease_prediction,1.0,,constipation,
ketaki natural medicine,herb_benefits,1.0,ketaki,,
history of panchakarma,general_info,1.0,,,panchakarma
ama methodology,general_info,1.0,,,ama
researching harmony,general_info,1.0,,,harmony
symptoms of stress,disease_prediction,1.0,,stress,
fundamentals of prabhava,general_info,1.0,,,prabhava
alternative medicine for nausea,disease_prediction,1.0,,nausea,
discovering prana,general_info,1.0,,,prana
basics of pitta,general_info,1.0,,,pitta
advantages of changeri,herb_benefits,1.0,changeri,,
panna pishti for wellness,herb_benefits,1.0,panna pishti,,
malas practice,general_info,1.0,,,malas
medicinal value of snuhi ksheera,herb_benefits,1.0,snuhi ksheera,,
elakanadi kashayam effects,herb_benefits,1.0,elakanadi kashayam,,
philosophy of circulation,general_info,1.0,,,circulation
preventing cough,disease_prediction,1.0,,cough,
overcoming depression,disease_prediction,1.0,,depression,
gunas practice,general_info,1.0,,,gunas
I feel motion sickness,disease_prediction,1.0,,motion sickness,
intermittent stress,disease_prediction,1.0,,stress,
I feel blurred vision,disease_prediction,1.0,,blurred vision,
what makes nagabala beneficial,herb_benefits,1.0,nagabala,,
origin of holistic health,general_info,1.0,,,holistic health
fundamentals of panchakarma,general_info,1.0,,,panchakarma
overcoming tinnitus,disease_prediction,1.0,,tinnitus,
importance of basti,general_info,1.0,,,basti
kakajangha medicinal uses,herb_benefits,1.0,kakajangha,,
recurring cramps,disease_prediction,1.0,,cramps,
herbal properties of gangeruki,herb_benefits,1.0,gangeruki,,
preventing bloating,disease_prediction,1.0,,bloating,
aragwadha wellness benefits,herb_benefits,1.0,aragwadha,,
properties of saraswatarishta,herb_benefits,1.0,saraswatarishta,,
tejas perspective,general_info,1.0,,,tejas
dosha explained,general_info,1.0,,,dosha
treatment for constipation,disease_prediction,1.0,,constipation,
why is vyaghri haritaki healthy,herb_benefits,1.0,vyaghri haritaki,,
overview of ama,general_info,1.0,,,ama
ketaki natural medicine,herb_benefits,1.0,ketaki,,
herbal properties of swarnapatri,herb_benefits,1.0,swarnapatri,,
traditional uses of tinospora,herb_benefits,1.0,tinospora,,
chakshushya in herbal medicine,herb_benefits,1.0,chakshushya,,
quick relief from motion sickness,disease_prediction,1.0,,motion sickness,
home remedy for memory problems,disease_prediction,1.0,,memory problems,
ojas methodology,general_info,1.0,,,ojas
what are the principles of meditation,general_info,1.0,,,meditation
treatment for itching,disease_prediction,1.0,,itching,
ojas explained,general_info,1.0,,,ojas
medicinal properties of tumburu,herb_benefits,1.0,tumburu,,
symptoms of dizziness,disease_prediction,1.0,,dizziness,
mandukparni in traditional medicine,herb_benefits,1.0,mandukparni,,
recurring sore throat,disease_prediction,1.0,,sore throat,
I'm suffering from hair loss,disease_prediction,1.0,,hair loss,
what makes kataka beneficial,herb_benefits,1.0,kataka,,
health advantages of mahishi dugdha,herb_benefits,1.0,mahishi dugdha,,
remedy for snoring,disease_prediction,1.0,,snoring,
learning yoga,general_info,1.0,,,yoga
treatment for motion sickness,disease_prediction,1.0,,motion sickness,
kusha medicinal uses,herb_benefits,1.0,kusha,,
what makes madhukarkati beneficial,herb_benefits,1.0,madhukarkati,,
sudden sleep apnea,disease_prediction,1.0,,sleep apnea,
tell me about metabolism,general_info,1.0,,,metabolism
learning gunas,general_info,1.0,,,gunas
learning panchamahabhutas,general_info,1.0,,,panchamahabhutas
I'm experiencing morning sickness,disease_prediction,1.0,,morning sickness,
discovering constitution,general_info,1.0,,,constitution
what does chitrakadi vati do,herb_benefits,1.0,chitrakadi vati,,
ancient uses of jeerakarishtam,herb_benefits,1.0,jeerakarishtam,,
fundamentals of dosha,general_info,1.0,,,dosha
examining alternative medicine,general_info,1.0,,,alternative medicine
what is body type,general_info,1.0,,,body type
traditional uses of arka pushpa,herb_benefits,1.0,arka pushpa,,
therapeutic effects of swarnapatri,herb_benefits,1.0,swarnapatri,,
meditation explained,general_info,1.0,,,meditation
mild indigestion,disease_prediction,1.0,,indigestion,
mild tingling,disease_prediction,1.0,,tingling,
what does himasagara thailam do,herb_benefits,1.0,himasagara thailam,,
I'm experiencing wounds,disease_prediction,1.0,,wounds,
herbal medicine for night sweats,disease_prediction,1.0,,night sweats,
terminalia natural medicine,herb_benefits,1.0,terminalia,,
japa remedy uses,herb_benefits,1.0,japa,,
eczema treatment,disease_prediction,1.0,,eczema,
history of basti,general_info,1.0,,,basti
why use makoy,herb_benefits,1.0,makoy,,
relief from skin rash,disease_prediction,1.0,,skin rash,
tell me about srotas,general_info,1.0,,,srotas
immunity art,general_info,1.0,,,immunity
ayurvedic advantages of shallaki,herb_benefits,1.0,shallaki,,
examining immunity,general_info,1.0,,,immunity
principles of body type,general_info,1.0,,,body type
what does himasagara thailam do,herb_benefits,1.0,himasagara thailam,,
fundamentals of alternative medicine,general_info,1.0,,,alternative medicine
recurring cramps,disease_prediction,1.0,,cramps,
shara medicinal uses,herb_benefits,1.0,shara,,
medicine for vomiting,disease_prediction,1.0,,vomiting,
